18,27,26,11,25,18
18,27,26,24,22,18
18,26,11,13,12,18
18,26,27,31,24,18
18,26,27,13,24,18
18,26,27,25,24,18
18,26,27,11,25,18
18,26,24,15,22,18
18,26,27,24,22,18
18,26,12,10,17,18
18,26,27,11,24,18
18,26,24,11,27,18
18,26,27,11,25,18
18,26,27,24,25,18
18,27,11,26,24,18
18,27,26,24,20,18
18,26,24,27,11,18
18,26,27,24,13,18
18,32,22,26,13,18
3,5,2,7,8,3
3,5,2,7,8,3
3,5,2,8,4,3
3,5,2,4,10,3
3,5,2,7,4,3
3,5,2,7,8,3
3,5,2,7,10,3
3,5,29,2,0,3
3,5,7,2,4,3
3,5,2,7,4,3
3,5,7,2,8,3
3,29,5,0,2,3
3,5,7,2,8,3
3,5,2,7,1,3
3,5,2,8,7,3
3,5,7,2,8,3
3,5,0,8,2,3
3,5,0,29,7,3
3,5,7,2,29,3
19,23,31,29,20,19
19,23,21,31,29,19
19,23,31,21,20,19
19,31,23,29,22,19
19,31,23,20,29,19
19,23,31,29,21,19
19,23,21,29,31,19
19,23,21,29,31,19
19,23,21,29,31,19
19,23,21,31,29,19
19,23,21,31,26,19
19,23,21,29,31,19
19,23,31,21,26,19
19,23,29,21,31,19
19,23,29,21,22,19
19,23,29,21,31,19
19,23,29,21,20,19
19,23,21,31,29,19
19,23,31,20,29,19
36,38,35,34,33,36
36,38,34,35,40,36
36,38,34,35,37,36
36,3,9,2,35,36
36,35,38,40,12,36
36,38,35,40,34,36
36,38,35,34,33,36
36,38,35,34,40,36
36,35,38,34,40,36
36,35,38,34,40,36
40,36,38,12,35,36
36,38,35,33,40,36
36,38,35,34,40,36
36,38,9,40,42,36
36,35,33,38,40,36
36,40,35,38,34,36
36,35,38,34,33,36
36,33,38,20,34,36
36,38,35,34,17,36
13,8,5,7,18,13
13,8,32,9,1,13
13,8,4,9,1,13
13,8,4,1,9,13
13,8,18,32,9,13
13,8,12,1,26,13
13,8,18,1,4,13
13,8,1,4,2,13
13,1,2,5,4,13
13,9,41,1,8,13
13,1,8,5,12,13
13,8,4,1,5,13
13,8,4,1,7,13
13,1,39,2,5,13
13,8,5,26,9,13
13,8,18,1,12,13
13,26,8,1,5,13
13,8,4,1,5,13
13,1,8,5,26,13
12,40,38,32,10,12
12,38,9,10,41,12
12,9,10,38,16,12
12,38,1,40,9,12
12,14,1,26,10,12
