18,26,11,27,25,18
18,26,11,25,27,18
18,26,11,25,1,18
18,26,11,25,13,18
18,26,11,27,25,18
18,26,11,25,27,18
18,26,11,13,25,18
18,26,11,25,27,18
18,26,11,25,1,18
18,26,11,1,13,18
18,26,11,25,27,18
18,26,11,25,1,18
18,26,11,25,27,18
18,26,11,25,13,18
18,26,11,1,13,18
18,26,11,25,13,18
18,26,27,11,24,18
18,26,11,25,27,18
18,26,11,25,1,18
3,5,2,1,7,3
3,5,2,1,7,3
3,5,2,1,7,3
3,5,1,2,12,3
3,5,2,1,7,3
3,5,2,1,7,3
3,5,2,1,7,3
3,5,2,1,7,3
3,5,2,1,7,3
3,5,2,1,7,3
3,5,2,1,7,3
3,5,2,1,7,3
3,5,2,1,7,3
3,5,2,1,7,3
3,5,2,1,7,3
3,5,2,1,7,3
3,2,5,1,7,3
3,5,2,1,7,3
3,5,2,1,7,3
19,23,31,11,21,19
19,23,31,11,21,19
19,23,31,11,21,19
19,23,31,24,25,19
19,23,31,21,11,19
19,23,31,11,24,19
19,23,31,11,21,19
19,23,31,11,24,19
19,23,31,11,24,19
19,23,31,11,21,19
19,23,31,11,21,19
19,23,31,11,21,19
19,23,31,11,21,19
19,23,31,11,21,19
19,23,31,11,21,19
19,23,31,11,21,19
19,23,31,11,21,19
19,23,31,24,25,19
19,23,31,11,21,19
36,38,35,33,40,36
36,38,35,33,12,36
36,38,35,33,12,36
36,38,35,33,12,36
36,38,35,33,40,36
36,38,0,23,24,36
36,38,0,23,24,36
36,38,0,23,24,36
36,0,23,24,25,36
36,38,35,0,23,36
36,38,12,33,35,36
36,38,0,23,24,36
36,38,0,23,24,36
36,38,35,33,12,36
36,38,0,23,24,36
36,38,0,23,24,36
36,0,23,24,25,36
36,38,35,33,12,36
36,38,35,0,23,36
13,0,24,25,26,13
13,3,15,12,4,13
13,0,24,25,26,13
13,3,15,12,4,13
13,3,15,12,4,13
13,3,15,12,4,13
13,3,15,12,4,13
13,15,3,12,4,13
13,3,15,12,4,13
13,15,3,12,4,13
13,3,15,12,4,13
13,0,24,25,26,13
13,12,15,3,0,13
13,12,3,15,4,13
13,3,12,15,4,13
13,3,15,12,4,13
13,3,12,15,4,13
13,3,15,12,4,13
13,3,15,12,4,13
12,13,25,1,0,12
12,0,24,25,26,12
12,0,24,25,26,12
12,0,24,25,26,12
12,13,25,1,0,12
12,25,13,0,24,12
12,25,13,1,0,12
12,0,24,25,26,12
12,25,13,1,3,12
12,0,24,25,26,12
12,13,25,1,0,12
12,0,24,25,26,12
12,0,24,25,26,12
12,0,24,25,26,12
